competitor_id,name,country,country_code,abbreviation
sr:competitor:459317,"Nugroho, Priska Madelyn",Indonesia,IDN,NUG
sr:competitor:215476,"Siskova, Anna",Czechia,CZE,SIS
sr:competitor:342788,"Curmi, Francesca",Malta,MLT,CUR
sr:competitor:1017327,"Samson, Laura",Czechia,CZE,SAM
sr:competitor:96237,"Pieri, Jessica",Italy,ITA,PIE
sr:competitor:52388,"Hesse, Amandine",France,FRA,HES
sr:competitor:50643,"Lukas, Tena",Croatia,HRV,LUK
sr:competitor:194572,"Dartron, Emeline",France,FRA,DAR
sr:competitor:143146,"Smith, Alana",USA,USA,SMI
sr:competitor:395740,"Bhamidipaty, Shrivalli Rashmikaa",India,IND,BHA
sr:competitor:933453,"Brockmann, Tessa Johanna",Germany,DEU,BRO
sr:competitor:138654,"Duerst, Jenny",Switzerland,CHE,DUE
sr:competitor:813490,"Hobgarski, Katharina",Germany,DEU,HOB
sr:competitor:938101,"Pareja, Julieta",USA,USA,PAR
sr:competitor:407799,"Miller, Karina",USA,USA,MIL
sr:competitor:43502,"Lu, Jia-Jing",China,CHN,JIA
sr:competitor:335165,"Ku, Yeon Woo",Republic of Korea,KOR,YEO
sr:competitor:445423,"Ma, Lea",USA,USA,LEA
sr:competitor:303814,"Tikhonova, Anastasia",Neutral,,TIK
sr:competitor:102191,"Aksu, Ayla",Turkiye,TUR,AKS
sr:competitor:97415,"Rinaldo Persson, Kajsa",Sweden,SWE,RIN
sr:competitor:111879,"Fung, Stacey",Canada,CAN,FUN
sr:competitor:159732,"Craciun, Georgia Andreea",Romania,ROU,CRA
sr:competitor:353358,"Tran, Lian",Netherlands,NLD,TRA
sr:competitor:831262,"Yamalapalli, Sahaja",India,IND,YAM
sr:competitor:51315,"Anderson, Robin",USA,USA,AND
sr:competitor:20354,"Buyukakcay, Cagla",Turkiye,TUR,BUY
sr:competitor:258753,"Saigo, Rina",Japan,JPN,SAI
sr:competitor:981745,"Ekstrand, Monika",USA,USA,EKS
sr:competitor:496378,"Yamazaki, Ikumi",Japan,JPN,YAM
sr:competitor:60276,"Podoroska, Nadia",Argentina,ARG,POD
sr:competitor:33593,"Mladenovic, Kristina",France,FRA,MLA
sr:competitor:283489,"Imamura, Saki",Japan,JPN,IMA
sr:competitor:812502,"Xu, Mingge",Great Britain,GBR,MIN
sr:competitor:95853,"Pieri, Tatiana",Italy,ITA,PIE
sr:competitor:772918,"Diaz Adrover, Cristina",Spain,ESP,DIA
sr:competitor:64968,"Dodin, Oceane",France,FRA,DOD
sr:competitor:119216,"Herrero Linana, Alicia",Spain,ESP,HER
sr:competitor:36067,"Tsurenko, Lesia",Ukraine,UKR,TSU
sr:competitor:948095,"Crossley, Mayu",Japan,JPN,CRO
sr:competitor:168526,"Appleton, Emily",Great Britain,GBR,APP
sr:competitor:731427,"Micic, Elena",Australia,AUS,MIC
sr:competitor:154744,"Lee, Eunhye (2000)",Republic of Korea,KOR,LEE
sr:competitor:567285,"Hietaranta, Laura",Finland,FIN,HIE
sr:competitor:348196,"Amariei, Ilinca Dalina",Romania,ROU,AMA
sr:competitor:47876,"Shinikova, Isabella",Bulgaria,BGR,SHI
sr:competitor:473609,"Kubka, Martyna",Poland,POL,KUB
sr:competitor:183957,"Kobori, Momoko",Japan,JPN,KOB
sr:competitor:165006,"Kulikova, Anastasia",Finland,FIN,KUL
sr:competitor:179300,"Liu, Claire",USA,USA,LIU
sr:competitor:41524,"Krunic, Aleksandra",Serbia,SRB,KA
sr:competitor:132414,"Guerrero Alvarez, Eva",Spain,ESP,GUE
sr:competitor:904005,"Ibragimova, Alevtina",Neutral,,IBR
sr:competitor:99429,"Hule, Petra",Australia,AUS,HUL
sr:competitor:157368,"Kazionova, Ekaterina",Neutral,,KAZ
sr:competitor:209716,"Mansouri, Yasmine",France,FRA,MAN
sr:competitor:194474,"Yang, Yidi",China,CHN,YAN
sr:competitor:46304,"Schmiedlova, Anna-Karolina",Slovakia,SVK,SCH
sr:competitor:509086,"Glushkova, Denislava",Bulgaria,BGR,GLU
sr:competitor:136302,"Spiteri, Dalila",Italy,ITA,SPI
sr:competitor:355958,"Visscher, Stephanie Judith",Netherlands,NLD,VIS
sr:competitor:248717,"Koshiishi, Ayumi",Japan,JPN,KOS
sr:competitor:290994,"Wong, Hong Yi Cody","Hong Kong, China",HKG,WON
sr:competitor:325837,"Sakellaridi, Sapfo",Greece,GRC,SAK
sr:competitor:831284,"Kuramochi, Miho",Japan,JPN,KUR
sr:competitor:118526,"Wolff, Vivian",USA,USA,WOL
sr:competitor:99385,"Arconada, Usue Maitane",USA,USA,ARC
sr:competitor:857871,"de Stefano, Samira",Italy,ITA,DE
sr:competitor:880229,"Cayetano, Eryn",USA,USA,CAY
sr:competitor:244216,"Giavara, Haley",USA,USA,GIA
sr:competitor:153736,"Glushko, Lina",Israel,ISR,GLU
sr:competitor:906723,"Tagger, Lilli",Austria,AUT,TAG
sr:competitor:226092,"Shimizu, Eri",Japan,JPN,SHI
sr:competitor:745799,"Urgesi, Federica",Italy,ITA,URG
sr:competitor:45605,"CE, Gabriela",Brazil,BRA,GAB
sr:competitor:147506,"Fourlis, Jaimee",Australia,AUS,FOU
sr:competitor:262023,"Wang, Meiling",China,CHN,WAN
sr:competitor:875503,"Vrancken Peeters, Anouck",Netherlands,NLD,VRA
sr:competitor:67659,"Primorac, Iva",Croatia,HRV,PRI
sr:competitor:213144,"Lemaitre, Tiphanie",France,FRA,LEM
sr:competitor:44417,"Bosio, Victoria",Argentina,ARG,BOS
sr:competitor:152106,"Zaar, Lisa",Sweden,SWE,ZAA
sr:competitor:517274,"Rajecki, Amelia",Great Britain,GBR,RAJ
sr:competitor:410299,"Cherubini, Diletta",Italy,ITA,CHE
sr:competitor:203893,"Kucmova, Aneta",Czechia,CZE,KUC
sr:competitor:65656,"Ferro, Fiona",France,FRA,FER
sr:competitor:32862,"Diatchenko, Vitalia",Neutral,,DIA
sr:competitor:731441,"Vargova, Nina",Slovakia,SVK,VAR
sr:competitor:98105,"Matoula, Martha",Greece,GRC,MAT
sr:competitor:46625,"Raina, Ankita",India,IND,RAI
sr:competitor:222546,"Kuzmova, Katarina",Slovakia,SVK,KUZ
sr:competitor:435798,"Kudashova, Daria",Neutral,,KUD
sr:competitor:435794,"Zolotareva, Anastasia",Neutral,,ZOL
sr:competitor:104929,"Tona, Miriana",Italy,ITA,TON
sr:competitor:416473,"Reyngold, Ekaterina",Neutral,,REY
sr:competitor:513582,"Chaudhari, Vaidehi",India,IND,CHA
sr:competitor:137962,"Day, Kayla",USA,USA,DAY
sr:competitor:950977,"Roura Llaverias, Ruth",Spain,ESP,ROU
sr:competitor:78785,"Rodriguez, Victoria",Mexico,MEX,ROD
sr:competitor:782066,"Lew Yan Foon, Astrid",France,FRA,LEW
sr:competitor:881847,"Urhobo, Akasha",USA,USA,URH
sr:competitor:54171,"Benoit, Marie",Belgium,BEL,BEN
sr:competitor:25822,"Shapatava, Sofia",Georgia,GEO,SHA
sr:competitor:103549,"Jokic, Katarina",Serbia,SRB,JOK
sr:competitor:612124,"Paoletti, Matilde",Italy,ITA,PAO
sr:competitor:250285,"Falkowska, Weronika",Poland,POL,FAL
sr:competitor:345070,"Arseneault, Ariana",Canada,CAN,ARS
sr:competitor:418139,"Lollia, Mathilde",France,FRA,LOL
sr:competitor:835864,"Podrez, Veronika",Ukraine,UKR,POD
sr:competitor:111149,"Samir, Sandra",Egypt,EGY,SAM
sr:competitor:414533,"Abbagnato, Anastasia",Italy,ITA,ABB
sr:competitor:144084,"Cakarevic, Sara",France,FRA,CAK
sr:competitor:282057,"Guo, Meiqi",China,CHN,GUO
sr:competitor:418447,"Sieg, Madison",USA,USA,SIE
sr:competitor:783792,"Kabbaj, Yasmine",Morocco,MAR,KAB
sr:competitor:447703,"Sato, Hikaru",Japan,JPN,SAT
sr:competitor:448081,"Noha Akugue, Noma",Germany,DEU,NOH
sr:competitor:78431,"Lodikova, Daria",Neutral,,LOD
sr:competitor:799662,"Lincer, Olivia",Poland,POL,LIN
sr:competitor:233266,"Ovcharenko, Ekaterina",Neutral,,OVC
sr:competitor:686597,"Pavlova, Kira",Neutral,,PAV
sr:competitor:1020859,"Pawlikowska,  Zuzanna",Poland,POL,PAW
sr:competitor:152766,"Helgo, Malene",Norway,NOR,HEL
sr:competitor:842594,"Li, Zongyu",China,CHN,ZON
sr:competitor:142758,"Zhang, Ying",China,CHN,ZHA
sr:competitor:280635,"Schmidt, Antonia",Germany,DEU,SCH
sr:competitor:158636,"Prisacariu, Andreea",Romania,ROU,PRI
sr:competitor:649030,"Rapolu, Malaika",USA,USA,RAP
sr:competitor:720627,"Senic, Natalija",Serbia,SRB,SEN
sr:competitor:164852,"Okalova, Martina",Slovakia,SVK,OKA
sr:competitor:524486,"Monnot , Amandine",France,FRA,MON
sr:competitor:155952,"Swan, Katie",Great Britain,GBR,SWA
sr:competitor:217036,"Malygina, Elena",Estonia,EST,MAL
sr:competitor:208181,"Hatouka, Yuliya",Neutral,,HAT
sr:competitor:507916,"Zanolini , Camilla",Italy,ITA,ZAN
sr:competitor:858079,"Bulatova, Arina",Neutral,,BUL
sr:competitor:156098,"Arakawa, Haruna",Japan,JPN,ARA
sr:competitor:319461,"Hu, Victoria",USA,USA,VIC
sr:competitor:843378,"Perez Alarcon, Lucciana",Peru,PER,PER
sr:competitor:448093,"Martynov, Diana",France,FRA,MAR
sr:competitor:1076038,"Pohankova, Mia",Slovakia,SVK,POH
sr:competitor:324677,"Fullana, Luiza",Brazil,BRA,FUL
sr:competitor:890199,"Dencheva, Rositsa",Bulgaria,BGR,DEN
sr:competitor:409673,"Zelnickova, Radka",Slovakia,SVK,ZEL
sr:competitor:459171,"Mintegi Del Olmo, Ane",Spain,ESP,MIN
sr:competitor:82609,"Grammatikopoulou, Valentini",Greece,GRC,GRA
sr:competitor:722877,"Ciric-Bagaric, Lucija",Croatia,HRV,CIR
sr:competitor:226644,"Topalova, Gergana",Bulgaria,BGR,TOP
sr:competitor:71284,"Bains, Naiktha",Great Britain,GBR,BAI
sr:competitor:927441,"Paganetti, Vittoria",Italy,ITA,PAG
sr:competitor:72868,"Liu, Fangzhou",China,CHN,LIU
sr:competitor:73448,"Cheapchandej, Patcharin",Thailand,THA,CHE
sr:competitor:534517,"Blokhina, Alexis",USA,USA,BLO
sr:competitor:496316,"Gimbrere, Jasmijn",Netherlands,NLD,GIM
sr:competitor:41737,"Jang, Su Jeong",Republic of Korea,KOR,JAN
sr:competitor:202623,"Zavatska, Katarina",Ukraine,UKR,ZAV
sr:competitor:120664,"Pedretti, Thaisa Grana",Brazil,BRA,PED
sr:competitor:870979,"Kinoshita, Hayu",Japan,JPN,KIN
sr:competitor:89566,"Daavettila, Sara",USA,USA,DAA
sr:competitor:960137,"Ren, Yufei",China,CHN,REN
sr:competitor:681115,"Plekhanova, Dasha",Canada,CAN,PLE
sr:competitor:315567,"Mazzola, Alessandra",Italy,ITA,MAZ
sr:competitor:73500,"Loeb, Jamie",USA,USA,LOE
sr:competitor:310982,"Naklo, Thasaporn",Thailand,THA,NAK
sr:competitor:246945,"Da Silva Fick, Gabriella",Australia,AUS,DA
sr:competitor:827398,"Stankovic, Anja",Serbia,SRB,STA
sr:competitor:868599,"McDonald, Ella",Great Britain,GBR,MCD
sr:competitor:833336,"Bertea, Elena Ruxandra",Romania,ROU,BER
sr:competitor:804342,"Stoiber, Ranah Akua",Great Britain,GBR,STO
sr:competitor:816614,"Udvardy, Luca",Hungary,HUN,UDV
sr:competitor:588067,"Lovric, Pia",Slovenia,SVN,LOV
sr:competitor:43233,"Akita, Shiho",Japan,JPN,AKI
sr:competitor:70970,"Bhatia, Riya",India,IND,BHA
sr:competitor:881685,"Vandromme, Jeline",Belgium,BEL,VAN
sr:competitor:292540,"Matsuda, Misaki",Japan,JPN,MAT
sr:competitor:412817,"Pigato, Lisa",Italy,ITA,PIG
sr:competitor:19329,"Radwanska, Urszula",Poland,POL,RAD
sr:competitor:120722,"Alhussein Abdel Aziz, Lamis",Egypt,EGY,ALH
sr:competitor:134342,"Cengiz, Berfu",Turkiye,TUR,CEN
